7.483329772949218750e+01,1.160050888061523438e+02,1.744726409912109375e+02,9.147378540039062500e+01,1.227121658325195312e+02,1.391236267089843750e+02,1.137959442138671875e+02,1.883536224365234375e+02,1.675529327392578125e+02,1.740931243896484375e+02
7.926012420654296875e+01,1.026818389892578125e+02,1.748342895507812500e+02,1.044221878051757812e+02,1.354751739501953125e+02,1.496778259277343750e+02,9.542668914794921875e+01,1.747414398193359375e+02,1.584228820800781250e+02,1.753109893798828125e+02
8.277536773681640625e+01,1.034681396484375000e+02,1.790189361572265625e+02,1.033380737304687500e+02,1.208620605468750000e+02,1.573534698486328125e+02,1.057352981567382812e+02,1.831779327392578125e+02,1.606912994384765625e+02,1.833968200683593750e+02
8.543872833251953125e+01,9.452725982666015625e+01,1.712634429931640625e+02,1.121480636596679688e+02,1.055441741943359375e+02,1.268549804687500000e+02,7.810083007812500000e+01,1.648451538085937500e+02,1.321853790283203125e+02,1.775690917968750000e+02
8.268811798095703125e+01,9.414517974853515625e+01,1.798699798583984375e+02,1.132414932250976562e+02,1.195432434082031250e+02,1.558198089599609375e+02,8.982727813720703125e+01,1.803908386230468750e+02,1.421955871582031250e+02,1.890041961669921875e+02
8.658550262451171875e+01,1.104415054321289062e+02,1.728334960937500000e+02,9.711318206787109375e+01,1.491537170410156250e+02,1.458565063476562500e+02,1.051591262817382812e+02,1.764713287353515625e+02,1.645368041992187500e+02,1.673504333496093750e+02
8.019909667968750000e+01,1.103758926391601562e+02,1.678310546875000000e+02,9.714241027832031250e+01,1.230810012817382812e+02,1.461192169189453125e+02,1.075328140258789062e+02,1.789154510498046875e+02,1.671491699218750000e+02,1.682756652832031250e+02
8.066600036621093750e+01,9.897057342529296875e+01,1.753987274169921875e+02,1.084555130004882812e+02,1.085280990600585938e+02,1.409434204101562500e+02,8.837800598144531250e+01,1.753971557617187500e+02,1.443673248291015625e+02,1.821752471923828125e+02
8.178125000000000000e+01,1.191338195800781250e+02,1.655863189697265625e+02,8.836331176757812500e+01,1.159005813598632812e+02,1.517065582275390625e+02,1.131862945556640625e+02,1.802597961425781250e+02,1.769837799072265625e+02,1.623171844482421875e+02
8.825898742675781250e+01,9.733414459228515625e+01,1.694785614013671875e+02,1.094127120971679688e+02,1.408918762207031250e+02,1.492825012207031250e+02,8.360720062255859375e+01,1.637412719726562500e+02,1.482728118896484375e+02,1.738515014648437500e+02
8.114938354492187500e+01,1.054502334594726562e+02,1.758183898925781250e+02,1.013838958740234375e+02,1.378158264160156250e+02,1.489776306152343750e+02,9.353241729736328125e+01,1.688102264404296875e+02,1.698611145019531250e+02,1.651856842041015625e+02
7.404363250732421875e+01,1.072794036865234375e+02,1.797136230468750000e+02,9.969483184814453125e+01,1.201237869262695312e+02,1.524081878662109375e+02,9.560642242431640625e+01,1.759818725585937500e+02,1.729537353515625000e+02,1.710830841064453125e+02
8.304134368896484375e+01,8.770446014404296875e+01,1.764776611328125000e+02,1.196256332397460938e+02,1.049825134277343750e+02,1.335128631591796875e+02,7.911476898193359375e+01,1.601665649414062500e+02,1.427025604248046875e+02,1.819752960205078125e+02
7.328750610351562500e+01,1.111995315551757812e+02,1.794090576171875000e+02,9.590769195556640625e+01,1.207169723510742188e+02,1.471702270507812500e+02,9.988253784179687500e+01,1.805495605468750000e+02,1.744376525878906250e+02,1.728344573974609375e+02
7.915043640136718750e+01,9.766821289062500000e+01,1.810583801269531250e+02,1.096786346435546875e+02,1.231256561279296875e+02,1.520811157226562500e+02,9.223938751220703125e+01,1.810204620361328125e+02,1.459710998535156250e+02,1.872044067382812500e+02
8.370161437988281250e+01,1.099372558593750000e+02,1.654194030761718750e+02,9.692050170898437500e+01,1.221121292114257812e+02,1.399743194580078125e+02,1.052948989868164062e+02,1.789628143310546875e+02,1.624854278564453125e+02,1.686157226562500000e+02
6.832953643798828125e+01,1.099779129028320312e+02,1.872701110839843750e+02,9.770401000976562500e+01,1.396737976074218750e+02,1.401440429687500000e+02,1.053990783691406250e+02,1.953384552001953125e+02,1.655248870849609375e+02,1.866869506835937500e+02
